SQLDate,Actor1Code,Actor2Code,QuadClass,GoldsteinScale,NumMentions,ActionGeo_Lat,ActionGeo_Long,SOURCEURL,Location
20140417,MNCCHN,CHN,1,2.8,2,44.0167,87.3167,http://usa.chinadaily.com.cn/china/2014-04/17/content_17439671.htm,"Changji, Xinjiang, China"
20140425,CHN,CHNGOV,2,7,4,41.7433,82.0783,http://www.rfa.org/english/news/uyghur/hunger-04252014152239.html,"Aksu, Xinjiang, China"
20140502,CHN,CHNUIG,1,1.9,7,44.0167,87.3167,http://www.womenofchina.cn/html/womenofchina/report/172663-1.htm,"Changji, Xinjiang, China"
20140502,CHNUIG,CHN,1,2.8,7,44.0167,87.3167,http://www.womenofchina.cn/html/womenofchina/report/172663-1.htm,"Changji, Xinjiang, China"
20140505,CHN,CHNGOV,1,3,6,37.885,77.4131,http://www.rfa.org/english/news/uyghur/rebiya-kadeer-05052014190155.html,"Kashgar, Xinjiang, China"
20140505,CHN,CHNGOV,3,-2,2,37.885,77.4131,http://www.rfa.org/english/news/uyghur/rebiya-kadeer-05052014190155.html,"Kashgar, Xinjiang, China"
20140505,CHNCOP,CHN,4,-5,6,37.885,77.4131,http://www.rfa.org/english/news/uyghur/rebiya-kadeer-05052014190155.html,"Kashgar, Xinjiang, China"
20140505,CHNGOV,CHN,1,3,1,37.885,77.4131,http://www.rfa.org/english/news/uyghur/rebiya-kadeer-05052014190155.html,"Kashgar, Xinjiang, China"
20140508,CHNCVL,CHN,2,7,2,37.9781,76.8672,http://www.freemalaysiatoday.com/category/nation/2014/05/08/mca-denounces-ismas-take-on-chinese/,"Kashgar, Xinjiang, China"
20140508,CHNCVL,CHN,2,7,2,37.9781,76.8672,http://www.freemalaysiatoday.com/category/nation/2014/05/08/mca-denounces-ismas-take-on-chinese/,"Kashgar, Xinjiang, China"
20140509,CHN,CHNGOV,1,0,12,41.23,82.8058,http://www.washingtonpost.com/world/chinas-relations-with-muslim-uighurs-worsen-as-tensions-rise-after-attacks/2014/05/09/c83bf248-d781-11e3-95d3-3bcd77cd4e11_story.html,"Aksu, Xinjiang, China"
